timestamp,symbol,close,open,high,low,close_less_than_ma10_5m,ma10_5m_less_than_ma30_5m,ma30_5m_less_than_ma60_5m,change_rate_5m,boll_range_rate_5m,close_ma60_rate_5m,close_ma60_rate_4h,volume_ma20_rate_5m,volume_ma20_rate_4h,rsi_4h,close_ma30_rate_1d
1672945800000,ETHUSDT,1251.86,1252.24,1252.28,1251.82,0,0,0,-0.00031,0.00545,0.0022,0.03036,0.88528,1.44618,56.04,0.02286
1672946100000,ETHUSDT,1251.77,1251.86,1252.12,1251.67,0,0,0,-0.00008,0.00565,0.00213,0.03036,0.70788,1.44618,56.04,0.02286
1672946400000,ETHUSDT,1252.71,1251.76,1253.56,1251.73,0,0,0,0.00075,0.00592,0.0028,0.03036,1.66816,1.44618,56.04,0.02286
1672946700000,ETHUSDT,1252.25,1252.72,1252.91,1252.25,0,0,0,-0.00037,0.00587,0.00244,0.03036,0.64317,1.44618,56.04,0.02286
1672947000000,ETHUSDT,1252.46,1252.26,1252.53,1251.92,0,0,0,0.00016,0.00581,0.00252,0.03036,0.91882,1.44618,56.04,0.02286
1672947300000,ETHUSDT,1253.56,1252.46,1254.1,1252.46,0,0,0,0.00087,0.00579,0.00332,0.03036,1.90521,1.44618,56.04,0.02286
1672947600000,ETHUSDT,1253.52,1253.57,1253.96,1253.51,0,0,0,-0.00004,0.0056,0.00313,0.03036,0.59032,1.44618,56.04,0.02286
1672947900000,ETHUSDT,1254.21,1253.52,1254.98,1253.51,0,0,0,0.00055,0.00528,0.0036,0.03036,1.06439,1.44618,56.04,0.02286
1672948200000,ETHUSDT,1254.56,1254.22,1254.7,1254.19,0,0,0,0.00027,0.00532,0.0038,0.03036,0.47574,1.44618,56.04,0.02286
1672948500000,ETHUSDT,1253.62,1254.55,1254.56,1253.62,0,0,0,-0.00075,0.00471,0.00297,0.03036,0.46187,1.44618,56.04,0.02286
1672948800000,ETHUSDT,1253.94,1253.62,1253.95,1253.11,0,0,0,0.00025,0.00434,0.00315,0.03357,1.1496,0.55814,63.16,0.02286
1672949100000,ETHUSDT,1253.81,1253.94,1254.31,1253.65,0,0,0,-0.00011,0.00413,0.00304,0.03357,1.52434,0.55814,63.16,0.02286
1672949400000,ETHUSDT,1253.08,1253.82,1253.82,1253.02,1,0,0,-0.00059,0.00404,0.00246,0.03357,0.4608,0.55814,63.16,0.02286
1672949700000,ETHUSDT,1252.87,1253.07,1253.21,1252.76,1,0,0,-0.00017,0.00394,0.00221,0.03357,0.37152,0.55814,63.16,0.02286
1672950000000,ETHUSDT,1252.5,1252.86,1252.87,1252.41,1,0,0,-0.0003,0.00362,0.00191,0.03357,0.52425,0.55814,63.16,0.02286
1672950300000,ETHUSDT,1252.42,1252.51,1252.61,1252.32,1,0,0,-0.00007,0.00326,0.00177,0.03357,0.38262,0.55814,63.16,0.02286
1672950600000,ETHUSDT,1253.6,1252.42,1253.83,1252.42,0,0,0,0.00094,0.00317,0.00271,0.03357,0.83983,0.55814,63.16,0.02286
1672950900000,ETHUSDT,1253.81,1253.6,1254.17,1253.59,0,0,0,0.00016,0.00298,0.0028,0.03357,0.58596,0.55814,63.16,0.02286
1672951200000,ETHUSDT,1253.66,1253.81,1253.82,1253.39,0,0,0,-0.00012,0.00279,0.00268,0.03357,0.57119,0.55814,63.16,0.02286
1672951500000,ETHUSDT,1254.02,1253.66,1254.24,1253.65,0,0,0,0.00028,0.00254,0.00289,0.03357,0.55907,0.55814,63.16,0.02286
1672951800000,ETHUSDT,1253.21,1254.02,1254.06,1253.21,0,0,0,-0.00065,0.00245,0.00216,0.03357,0.6418,0.55814,63.16,0.02286
1672952100000,ETHUSDT,1253.73,1253.21,1253.88,1253.2,0,0,0,0.00041,0.00227,0.0025,0.03357,0.89444,0.55814,63.16,0.02286
1672952400000,ETHUSDT,1253.64,1253.73,1253.83,1253.26,0,0,0,-0.00008,0.00202,0.00243,0.03357,0.67041,0.55814,63.16,0.02286
1672952700000,ETHUSDT,1253.99,1253.65,1254,1253.64,0,0,0,0.00027,0.00198,0.00263,0.03357,0.72981,0.55814,63.16,0.02286
1672953000000,ETHUSDT,1253.25,1253.99,1254.03,1252.76,1,0,0,-0.0006,0.00182,0.00195,0.03357,1.62377,0.55814,63.16,0.02286
1672953300000,ETHUSDT,1252.96,1253.25,1253.43,1252.94,1,0,0,-0.00024,0.00168,0.00172,0.03357,0.69405,0.55814,63.16,0.02286
1672953600000,ETHUSDT,1252.18,1252.96,1252.96,1251.64,1,0,0,-0.00063,0.00192,0.00102,0.03357,1.78754,0.55814,63.16,0.02286
1672953900000,ETHUSDT,1252.11,1252.18,1252.54,1252.11,1,0,0,-0.00006,0.00213,0.00088,0.03357,0.45256,0.55814,63.16,0.02286
1672954200000,ETHUSDT,1251.8,1252.12,1252.39,1251.4,1,1,0,-0.00025,0.0023,0.00063,0.03357,2.10061,0.55814,63.16,0.02286
1672954500000,ETHUSDT,1252.2,1251.79,1252.93,1251.79,1,1,0,0.00031,0.00221,0.00087,0.03357,2.00745,0.55814,63.16,0.02286
1672954800000,ETHUSDT,1251.98,1252.21,1252.41,1251.4,1,1,0,-0.00018,0.00233,0.00062,0.03357,2.33675,0.55814,63.16,0.02286
1672955100000,ETHUSDT,1252.76,1251.98,1253.17,1251.66,0,1,0,0.00062,0.00225,0.00124,0.03357,2.77116,0.55814,63.16,0.02286
1672955400000,ETHUSDT,1252.26,1252.76,1253.24,1252.26,1,1,0,-0.0004,0.00224,0.00076,0.03357,0.951,0.55814,63.16,0.02286
1672955700000,ETHUSDT,1252.49,1252.26,1252.5,1251.65,0,1,0,0.00018,0.00225,0.00087,0.03357,2.74233,0.55814,63.16,0.02286
1672956000000,ETHUSDT,1252.37,1252.49,1252.82,1252.36,0,1,0,-0.0001,0.00228,0.00077,0.03357,0.7509,0.55814,63.16,0.02286
1672956300000,ETHUSDT,1252.18,1252.36,1252.37,1252.04,1,1,0,-0.00016,0.00234,0.00054,0.03357,0.59135,0.55814,63.16,0.02286
1672956600000,ETHUSDT,1252.57,1252.17,1252.58,1252.17,0,1,0,0.00031,0.00233,0.00085,0.03357,0.41992,0.55814,63.16,0.02286
1672956900000,ETHUSDT,1252.63,1252.58,1252.81,1252.57,0,1,0,0.00004,0.00226,0.00082,0.03357,0.46252,0.55814,63.16,0.02286
1672957200000,ETHUSDT,1252.24,1252.64,1252.64,1252.24,1,1,0,-0.00032,0.0022,0.00043,0.03357,0.16287,0.55814,63.16,0.02286
1672957500000,ETHUSDT,1252.27,1252.24,1252.44,1252.24,1,1,0,0.00002,0.00211,0.00045,0.03357,0.51041,0.55814,63.16,0.02286
1672957800000,ETHUSDT,1251.55,1252.28,1252.29,1251.55,1,1,0,-0.00058,0.00205,-0.0002,0.03357,0.65893,0.55814,63.16,0.02286
1672958100000,ETHUSDT,1251,1251.56,1251.56,1250.99,1,1,0,-0.00044,0.00227,-0.00064,0.03357,0.30351,0.55814,63.16,0.02286
1672958400000,ETHUSDT,1252.11,1251.01,1252.35,1250.85,0,1,0,0.00088,0.00208,0.00016,0.03357,1.21945,0.55814,63.16,0.02286
1672958700000,ETHUSDT,1250.86,1252.1,1252.11,1250.85,1,1,0,-0.001,0.00215,-0.00084,0.03357,0.67247,0.55814,63.16,0.02286
1672959000000,ETHUSDT,1250.91,1250.85,1251.25,1250.67,1,1,0,0.00003,0.00196,-0.00088,0.03357,1.18143,0.55814,63.16,0.02286
1672959300000,ETHUSDT,1250.75,1250.92,1250.92,1250.63,1,1,0,-0.00013,0.002,-0.001,0.03357,0.25968,0.55814,63.16,0.02286
1672959600000,ETHUSDT,1252.29,1250.76,1253.2,1250.75,0,1,0,0.00123,0.00191,0.00015,0.03357,3.84035,0.55814,63.16,0.02286
1672959900000,ETHUSDT,1251.17,1252.29,1252.74,1250.71,1,1,0,-0.0009,0.00196,-0.00083,0.03357,1.86294,0.55814,63.16,0.02286
1672960200000,ETHUSDT,1252,1251.16,1252,1250,0,1,0,0.00066,0.00196,-0.00016,0.03357,2.89313,0.55814,63.16,0.02286
1672960500000,ETHUSDT,1251.36,1252,1252.3,1251.2,1,1,1,-0.00052,0.00199,-0.00076,0.03357,1.33299,0.55814,63.16,0.02286
1672960800000,ETHUSDT,1250.29,1251.36,1251.37,1250.21,1,1,1,-0.00086,0.00226,-0.00161,0.03357,1.13784,0.55814,63.16,0.02286
1672961100000,ETHUSDT,1249.96,1250.29,1250.3,1248.19,1,1,1,-0.00027,0.00258,-0.00187,0.03357,2.68703,0.55814,63.16,0.02286
1672961400000,ETHUSDT,1250,1249.96,1250.38,1249.62,1,1,1,0.00003,0.00273,-0.00184,0.03357,0.87335,0.55814,63.16,0.02286
1672961700000,ETHUSDT,1250.27,1250.01,1250.28,1249.7,1,1,1,0.00021,0.00283,-0.00163,0.03357,1.07739,0.55814,63.16,0.02286
1672962000000,ETHUSDT,1250.54,1250.27,1250.56,1249.7,1,1,1,0.00021,0.00281,-0.00141,0.03357,0.34468,0.55814,63.16,0.02286
1672962300000,ETHUSDT,1251.2,1250.53,1252.4,1250.53,0,1,1,0.00052,0.00271,-0.00088,0.03357,1.85983,0.55814,63.16,0.02286
1672962600000,ETHUSDT,1250.51,1251.2,1251.5,1250.24,1,1,1,-0.00056,0.0027,-0.00143,0.03357,3.39172,0.55814,63.16,0.02286
1672962900000,ETHUSDT,1251.24,1250.5,1251.25,1249.79,0,1,1,0.00058,0.00254,-0.00085,0.03357,1.62477,0.55814,63.16,0.02286
1672963200000,ETHUSDT,1250.56,1251.25,1252,1250.5,0,1,1,-0.00055,0.00236,-0.00131,0.0311,1.5517,0.72173,57.28,0.01884
1672963500000,ETHUSDT,1251.12,1250.56,1251.64,1250.56,0,1,1,0.00044,0.0022,-0.00087,0.0311,0.22755,0.72173,57.28,0.01884
1672963800000,ETHUSDT,1250.46,1251.11,1251.38,1250.26,1,1,1,-0.00053,0.00205,-0.00139,0.0311,0.68905,0.72173,57.28,0.01884
1672964100000,ETHUSDT,1250.84,1250.46,1250.85,1250.12,0,1,1,0.0003,0.002,-0.00109,0.0311,0.17272,0.72173,57.28,0.01884
1672964400000,ETHUSDT,1251.27,1250.84,1251.53,1250.77,0,1,1,0.00034,0.00201,-0.00075,0.0311,0.24672,0.72173,57.28,0.01884
1672964700000,ETHUSDT,1252.27,1251.27,1252.62,1251.26,0,1,1,0.00079,0.00206,0.00005,0.0311,0.30051,0.72173,57.28,0.01884
1672965000000,ETHUSDT,1254.11,1252.26,1254.11,1252.26,0,0,1,0.00146,0.00298,0.00152,0.0311,0.63445,0.72173,57.28,0.01884
1672965300000,ETHUSDT,1254.78,1254.1,1254.87,1253.86,0,0,1,0.00053,0.0039,0.00206,0.0311,0.61505,0.72173,57.28,0.01884
1672965600000,ETHUSDT,1254.23,1254.79,1254.79,1254.11,0,0,1,-0.00044,0.00435,0.00162,0.0311,0.37834,0.72173,57.28,0.01884
1672965900000,ETHUSDT,1256.34,1254.23,1257.98,1254.23,0,0,1,0.00168,0.00547,0.00322,0.0311,3.68841,0.72173,57.28,0.01884
1672966200000,ETHUSDT,1255.24,1256.34,1256.9,1255.23,0,0,1,-0.00088,0.00598,0.00234,0.0311,1.45648,0.72173,57.28,0.01884
1672966500000,ETHUSDT,1255.67,1255.23,1255.67,1254.89,0,0,1,0.00034,0.00653,0.00269,0.0311,0.20552,0.72173,57.28,0.01884
1672966800000,ETHUSDT,1255.08,1255.67,1255.79,1255.04,0,0,1,-0.00047,0.00684,0.00221,0.0311,0.32004,0.72173,57.28,0.01884
1672967100000,ETHUSDT,1254.89,1255.07,1255.12,1254.88,0,0,1,-0.00016,0.00692,0.00206,0.0311,0.28447,0.72173,57.28,0.01884
1672967400000,ETHUSDT,1255.32,1254.88,1255.33,1254.61,0,0,1,0.00034,0.00697,0.00233,0.0311,0.46307,0.72173,57.28,0.01884
1672967700000,ETHUSDT,1255.19,1255.31,1255.68,1255.01,0,0,1,-0.00011,0.00689,0.00222,0.0311,1.42873,0.72173,57.28,0.01884
1672968000000,ETHUSDT,1254.92,1255.18,1255.19,1254.57,1,0,1,-0.00022,0.00675,0.00193,0.0311,0.3488,0.72173,57.28,0.01884
1672968300000,ETHUSDT,1254.88,1254.92,1254.92,1254.64,1,0,0,-0.00004,0.00658,0.0019,0.0311,0.16447,0.72173,57.28,0.01884
1672968600000,ETHUSDT,1254.64,1254.88,1254.92,1254.59,1,0,0,-0.0002,0.00645,0.0017,0.0311,0.19144,0.72173,57.28,0.01884
1672968900000,ETHUSDT,1254.51,1254.64,1254.64,1254.5,1,0,0,-0.00011,0.00612,0.0016,0.0311,0.15553,0.72173,57.28,0.01884
1672969200000,ETHUSDT,1255.04,1254.5,1255.04,1254.5,0,0,0,0.00042,0.00591,0.00194,0.0311,0.48963,0.72173,57.28,0.01884
1672969500000,ETHUSDT,1254.74,1255.03,1255.14,1254.73,1,0,0,-0.00024,0.00544,0.0017,0.0311,0.38785,0.72173,57.28,0.01884
1672969800000,ETHUSDT,1252.78,1254.73,1254.74,1252.78,1,0,0,-0.00157,0.0051,0.00014,0.0311,1.05767,0.72173,57.28,0.01884
1672970100000,ETHUSDT,1251.36,1252.78,1253.28,1251.29,1,0,0,-0.00114,0.00482,-0.00092,0.0311,0.91846,0.72173,57.28,0.01884
1672970400000,ETHUSDT,1248.74,1251.35,1251.79,1248.62,1,0,0,-0.0021,0.00567,-0.00293,0.0311,2.1383,0.72173,57.28,0.01884
1672970700000,ETHUSDT,1250,1248.73,1250.32,1248.17,1,0,0,0.001,0.00603,-0.00192,0.0311,1.41848,0.72173,57.28,0.01884
1672971000000,ETHUSDT,1249.4,1250,1250.08,1249.27,1,1,0,-0.00048,0.00672,-0.00232,0.0311,0.37964,0.72173,57.28,0.01884
1672971300000,ETHUSDT,1250.24,1249.41,1250.83,1249.4,1,1,0,0.00067,0.00716,-0.00165,0.0311,0.59804,0.72173,57.28,0.01884
1672971600000,ETHUSDT,1250.34,1250.23,1250.39,1249.56,1,1,0,0.00007,0.00747,-0.00149,0.0311,0.43653,0.72173,57.28,0.01884
1672971900000,ETHUSDT,1249.57,1250.34,1250.84,1249.57,1,1,0,-0.00062,0.00792,-0.00211,0.0311,1.47085,0.72173,57.28,0.01884
1672972200000,ETHUSDT,1250.53,1249.58,1251.71,1249.5,1,1,0,0.00076,0.00781,-0.00134,0.0311,2.94045,0.72173,57.28,0.01884
1672972500000,ETHUSDT,1250.36,1250.52,1251.4,1250.12,0,1,0,-0.00014,0.00785,-0.00139,0.0311,1.96051,0.72173,57.28,0.01884
1672972800000,ETHUSDT,1251.47,1250.36,1252.09,1250.35,0,1,0,0.00088,0.00761,-0.00051,0.0311,2.18353,0.72173,57.28,0.01884
1672973100000,ETHUSDT,1251.55,1251.46,1251.89,1251.29,0,1,0,0.00006,0.00741,-0.00044,0.0311,0.48595,0.72173,57.28,0.01884
1672973400000,ETHUSDT,1251.73,1251.55,1252.1,1251.53,0,1,0,0.00014,0.00721,-0.0003,0.0311,0.42017,0.72173,57.28,0.01884
1672973700000,ETHUSDT,1251.98,1251.73,1251.99,1251.72,0,1,0,0.00019,0.00687,-0.0001,0.0311,0.34828,0.72173,57.28,0.01884
1672974000000,ETHUSDT,1251.83,1251.98,1252.48,1251.72,0,1,0,-0.00012,0.0065,-0.00022,0.0311,0.70889,0.72173,57.28,0.01884
1672974300000,ETHUSDT,1251.23,1251.83,1251.84,1251.1,0,1,0,-0.00048,0.00615,-0.0007,0.0311,0.54797,0.72173,57.28,0.01884
1672974600000,ETHUSDT,1251.35,1251.22,1251.6,1251.22,0,1,0,0.00009,0.00573,-0.00052,0.0311,1.08896,0.72173,57.28,0.01884
1672974900000,ETHUSDT,1251.68,1251.35,1251.9,1250.73,0,1,0,0.00026,0.0053,-0.00026,0.0311,2.44258,0.72173,57.28,0.01884
1672975200000,ETHUSDT,1252.49,1251.67,1252.63,1251.38,0,1,0,0.00064,0.00489,0.00039,0.0311,0.7347,0.72173,57.28,0.01884
1672975500000,ETHUSDT,1252.87,1252.49,1253.18,1252.33,0,1,0,0.0003,0.00427,0.00069,0.0311,0.52918,0.72173,57.28,0.01884
1672975800000,ETHUSDT,1252.72,1252.86,1253.04,1252.6,0,1,0,-0.00012,0.00364,0.00049,0.0311,0.26326,0.72173,57.28,0.01884
1672976100000,ETHUSDT,1251.89,1252.71,1252.72,1251.79,1,1,0,-0.00067,0.00349,-0.00017,0.0311,0.95775,0.72173,57.28,0.01884
1672976400000,ETHUSDT,1253.03,1251.9,1253.07,1251.42,0,0,0,0.00091,0.00374,0.00074,0.0311,0.93023,0.72173,57.28,0.01884
1672976700000,ETHUSDT,1252.96,1253.02,1253.32,1252.82,0,0,1,-0.00006,0.00349,0.00068,0.0311,0.40823,0.72173,57.28,0.01884
1672977000000,ETHUSDT,1252.53,1252.95,1252.96,1252.39,0,0,1,-0.00035,0.00341,0.00026,0.0311,0.55239,0.72173,57.28,0.01884
1672977300000,ETHUSDT,1251.02,1252.53,1252.72,1251.01,1,0,1,-0.00121,0.00309,-0.00095,0.0311,0.54429,0.72173,57.28,0.01884
1672977600000,ETHUSDT,1251.76,1251.01,1252.02,1251.01,1,0,1,0.00059,0.00293,-0.00036,0.03057,0.63974,0.71896,56.67,0.01884
1672977900000,ETHUSDT,1251.51,1251.76,1252.3,1251.5,1,0,1,-0.0002,0.00277,-0.00056,0.03057,1.05024,0.71896,56.67,0.01884
1672978200000,ETHUSDT,1251.29,1251.51,1251.51,1251.18,1,0,1,-0.00018,0.00236,-0.00065,0.03057,0.50995,0.71896,56.67,0.01884
1672978500000,ETHUSDT,1250.63,1251.28,1251.29,1250.5,1,0,1,-0.00053,0.00231,-0.00118,0.03057,1.63502,0.71896,56.67,0.01884
1672978800000,ETHUSDT,1250.56,1250.63,1250.64,1250.14,1,0,1,-0.00006,0.00225,-0.00123,0.03057,1.51737,0.71896,56.67,0.01884
1672979100000,ETHUSDT,1249.62,1250.57,1250.57,1249.5,1,0,1,-0.00076,0.0027,-0.00199,0.03057,1.4078,0.71896,56.67,0.01884
1672979400000,ETHUSDT,1249.75,1249.63,1249.9,1248.7,1,1,1,0.0001,0.00302,-0.00188,0.03057,2.10679,0.71896,56.67,0.01884
1672979700000,ETHUSDT,1250.8,1249.76,1250.81,1249.75,1,1,1,0.00084,0.00308,-0.00104,0.03057,1.18743,0.71896,56.67,0.01884
1672980000000,ETHUSDT,1250.3,1250.8,1251,1250.28,1,1,1,-0.0004,0.00318,-0.00144,0.03057,1.03525,0.71896,56.67,0.01884
1672980300000,ETHUSDT,1250.2,1250.31,1250.35,1249.57,1,1,1,-0.00008,0.00329,-0.00152,0.03057,0.82209,0.71896,56.67,0.01884
1672980600000,ETHUSDT,1251,1250.2,1251,1250.01,0,1,1,0.00063,0.0033,-0.00088,0.03057,0.62854,0.71896,56.67,0.01884
1672980900000,ETHUSDT,1251.09,1250.99,1251.25,1250.58,0,1,1,0.00007,0.00331,-0.00081,0.03057,1.75704,0.71896,56.67,0.01884
1672981200000,ETHUSDT,1249.92,1251.09,1251.1,1249.19,1,1,1,-0.00094,0.00346,-0.00175,0.03057,1.99711,0.71896,56.67,0.01884
1672981500000,ETHUSDT,1250.55,1249.91,1250.88,1249.91,0,1,1,0.0005,0.00339,-0.00124,0.03057,1.43009,0.71896,56.67,0.01884
1672981800000,ETHUSDT,1250.53,1250.55,1250.98,1250.44,0,1,1,-0.00002,0.00321,-0.00126,0.03057,0.52883,0.71896,56.67,0.01884
1672982100000,ETHUSDT,1250.04,1250.52,1250.53,1249.7,1,1,1,-0.0004,0.0031,-0.00165,0.03057,0.3966,0.71896,56.67,0.01884
1672982400000,ETHUSDT,1250.34,1250.03,1250.35,1250,1,1,1,0.00023,0.00304,-0.00141,0.03057,0.4044,0.71896,56.67,0.01884
1672982700000,ETHUSDT,1249.7,1250.34,1250.35,1249.69,1,1,1,-0.00052,0.00276,-0.00184,0.03057,0.40613,0.71896,56.67,0.01884
1672983000000,ETHUSDT,1249.66,1249.7,1249.7,1249.33,1,1,1,-0.00004,0.00236,-0.00187,0.03057,0.71903,0.71896,56.67,0.01884
1672983300000,ETHUSDT,1249.71,1249.65,1249.71,1249.5,1,1,1,0.00004,0.00201,-0.00175,0.03057,0.37161,0.71896,56.67,0.01884
1672983600000,ETHUSDT,1248.81,1249.7,1249.71,1247.01,1,1,1,-0.00073,0.00227,-0.00239,0.03057,2.76726,0.71896,56.67,0.01884
1672983900000,ETHUSDT,1248.83,1248.81,1249.04,1248.62,1,1,1,0.00001,0.00226,-0.0023,0.03057,1.01462,0.71896,56.67,0.01884
1672984200000,ETHUSDT,1248.81,1248.83,1248.97,1248.59,1,1,1,-0.00002,0.00226,-0.00215,0.03057,1.10042,0.71896,56.67,0.01884
1672984500000,ETHUSDT,1249.41,1248.82,1249.73,1248.81,1,1,1,0.00048,0.00214,-0.0016,0.03057,0.96312,0.71896,56.67,0.01884
1672984800000,ETHUSDT,1249.26,1249.4,1249.41,1248.67,1,1,1,-0.00013,0.00216,-0.00164,0.03057,0.9139,0.71896,56.67,0.01884
1672985100000,ETHUSDT,1248.99,1249.25,1249.26,1248.4,1,1,1,-0.00022,0.00221,-0.00177,0.03057,0.89773,0.71896,56.67,0.01884
1672985400000,ETHUSDT,1248.59,1248.99,1249,1248.45,1,1,1,-0.00033,0.00236,-0.00201,0.03057,0.97567,0.71896,56.67,0.01884
1672985700000,ETHUSDT,1248.01,1248.58,1248.59,1248,1,1,1,-0.00047,0.00267,-0.0024,0.03057,0.61418,0.71896,56.67,0.01884
1672986000000,ETHUSDT,1247.24,1248.01,1248.01,1247.18,1,1,1,-0.00062,0.00306,-0.00293,0.03057,1.06411,0.71896,56.67,0.01884
1672986300000,ETHUSDT,1247.24,1247.24,1247.41,1247,1,1,1,0,0.00339,-0.00285,0.03057,0.76891,0.71896,56.67,0.01884
1672986600000,ETHUSDT,1246.98,1247.25,1247.33,1246,1,1,1,-0.00021,0.00374,-0.0029,0.03057,2.2889,0.71896,56.67,0.01884
1672986900000,ETHUSDT,1248.53,1246.97,1248.73,1246.81,0,1,1,0.00124,0.00355,-0.00158,0.03057,1.55421,0.71896,56.67,0.01884
1672987200000,ETHUSDT,1248.72,1248.54,1248.87,1248.39,0,1,1,0.00015,0.00327,-0.00135,0.03057,0.89636,0.71896,56.67,0.01884
1672987500000,ETHUSDT,1248.19,1248.71,1249,1248.07,0,1,1,-0.00043,0.00326,-0.00169,0.03057,0.59614,0.71896,56.67,0.01884
1672987800000,ETHUSDT,1248.17,1248.18,1248.19,1247.69,0,1,1,-0.00002,0.00309,-0.00163,0.03057,0.38211,0.71896,56.67,0.01884
1672988100000,ETHUSDT,1247.78,1248.16,1248.17,1247.53,1,1,1,-0.00032,0.00292,-0.00194,0.03057,0.5572,0.71896,56.67,0.01884
1672988400000,ETHUSDT,1247.63,1247.79,1248.32,1247.3,1,1,1,-0.00013,0.00287,-0.00206,0.03057,1.59212,0.71896,56.67,0.01884
1672988700000,ETHUSDT,1246.92,1247.63,1247.64,1246.54,1,1,1,-0.00057,0.00279,-0.00255,0.03057,1.1969,0.71896,56.67,0.01884
1672989000000,ETHUSDT,1246.63,1246.93,1246.93,1246.59,1,1,1,-0.00024,0.00291,-0.00278,0.03057,0.5615,0.71896,56.67,0.01884
1672989300000,ETHUSDT,1246.96,1246.63,1246.97,1246.25,1,1,1,0.00026,0.00286,-0.00244,0.03057,0.56582,0.71896,56.67,0.01884
1672989600000,ETHUSDT,1247.05,1246.96,1247.14,1246.7,1,1,1,0.00007,0.00272,-0.00237,0.03057,1.30196,0.71896,56.67,0.01884
1672989900000,ETHUSDT,1247.82,1247.04,1248,1247.04,0,1,1,0.00061,0.00268,-0.00167,0.03057,1.13831,0.71896,56.67,0.01884
1672990200000,ETHUSDT,1247.7,1247.81,1248.03,1247.64,0,1,1,-0.0001,0.00261,-0.00177,0.03057,1.09132,0.71896,56.67,0.01884
1672990500000,ETHUSDT,1247.4,1247.69,1247.71,1247.4,0,1,1,-0.00025,0.00256,-0.00193,0.03057,0.44965,0.71896,56.67,0.01884
1672990800000,ETHUSDT,1247.08,1247.4,1247.41,1247.07,1,1,1,-0.00026,0.00235,-0.00218,0.03057,0.53628,0.71896,56.67,0.01884
1672991100000,ETHUSDT,1247.05,1247.07,1247.28,1247.05,1,1,1,-0.00003,0.00213,-0.00213,0.03057,0.59545,0.71896,56.67,0.01884
1672991400000,ETHUSDT,1247.52,1247.05,1247.52,1247.05,0,1,1,0.00037,0.00192,-0.00167,0.03057,0.71385,0.71896,56.67,0.01884
1672991700000,ETHUSDT,1247.7,1247.52,1247.76,1247.51,0,1,1,0.00014,0.00177,-0.00145,0.03057,0.65866,0.71896,56.67,0.01884
1672992000000,ETHUSDT,1248.11,1247.69,1248.11,1247.46,0,1,1,0.00032,0.00178,-0.00112,0.0275,2.12639,0.72351,47.84,0.01884
1672992300000,ETHUSDT,1248.5,1248.11,1248.7,1248.1,0,1,1,0.00031,0.00188,-0.00073,0.0275,0.79926,0.72351,47.84,0.01884
1672992600000,ETHUSDT,1248.52,1248.5,1248.61,1248.3,0,1,1,0.00001,0.00197,-0.00071,0.0275,0.38688,0.72351,47.84,0.01884
1672992900000,ETHUSDT,1249.16,1248.51,1249.41,1248.44,0,1,1,0.00051,0.00215,-0.00012,0.0275,0.93401,0.72351,47.84,0.01884
1672993200000,ETHUSDT,1248.74,1249.15,1249.34,1248.73,0,0,1,-0.00034,0.0022,-0.00045,0.0275,0.47457,0.72351,47.84,0.01884
1672993500000,ETHUSDT,1249.06,1248.74,1249.06,1248.66,0,0,1,0.00025,0.00228,-0.00012,0.0275,0.73765,0.72351,47.84,0.01884
1672993800000,ETHUSDT,1248.74,1249.05,1249.28,1248.74,0,0,1,-0.00026,0.00234,-0.00037,0.0275,0.64482,0.72351,47.84,0.01884
1672994100000,ETHUSDT,1249.17,1248.74,1249.5,1248.74,0,0,1,0.00034,0.00252,0.00005,0.0275,0.44926,0.72351,47.84,0.01884
1672994400000,ETHUSDT,1249.68,1249.18,1249.68,1249.17,0,0,1,0.0004,0.0028,0.00046,0.0275,0.52866,0.72351,47.84,0.01884
1672994700000,ETHUSDT,1249.46,1249.68,1249.7,1249.46,0,0,1,-0.00018,0.00297,0.00036,0.0275,0.60845,0.72351,47.84,0.01884
1672995000000,ETHUSDT,1249.69,1249.46,1250,1249.39,0,0,1,0.00018,0.00306,0.00063,0.0275,0.79948,0.72351,47.84,0.01884
1672995300000,ETHUSDT,1249.39,1249.7,1249.7,1249.39,0,0,1,-0.00025,0.00294,0.00039,0.0275,0.45724,0.72351,47.84,0.01884
1672995600000,ETHUSDT,1247.71,1249.39,1249.4,1247.71,1,0,1,-0.00135,0.00282,-0.00096,0.0275,1.15698,0.72351,47.84,0.01884
1672995900000,ETHUSDT,1247.06,1247.72,1247.72,1247.05,1,0,1,-0.00053,0.00282,-0.0014,0.0275,1.05556,0.72351,47.84,0.01884
1672996200000,ETHUSDT,1247.2,1247.05,1247.21,1246.19,1,0,1,0.00011,0.0029,-0.00121,0.0275,2.04559,0.72351,47.84,0.01884
1672996500000,ETHUSDT,1246.85,1247.21,1247.26,1246.84,1,0,1,-0.00029,0.00306,-0.00141,0.0275,0.83633,0.72351,47.84,0.01884
1672996800000,ETHUSDT,1248.38,1246.84,1248.38,1246.36,1,0,1,0.00122,0.00298,-0.00018,0.0275,2.55115,0.72351,47.84,0.01884
1672997100000,ETHUSDT,1248.27,1248.37,1248.38,1248.08,1,0,1,-0.00009,0.00286,-0.00027,0.0275,0.75164,0.72351,47.84,0.01884
1672997400000,ETHUSDT,1248.39,1248.26,1248.39,1248.03,0,0,1,0.00009,0.00268,-0.00017,0.0275,0.46471,0.72351,47.84,0.01884
